"No.","Time","Source","Destination","Protocol","Length","Info"
"12315","2010-06-12 14:16:43,625362","192.168.56.1","69.192.24.88","TCP","66","53353  >  80 [ACK] Seq=674 Ack=2897 Win=35840 Len=0 TSval=453724566 TSecr=890583"
"12316","2010-06-12 14:16:43,625362","69.192.24.88","192.168.56.1","HTTP","76","HTTP/1.1 200 OK  (text/html)"
"12317","2010-06-12 14:16:43,625362","192.168.56.1","69.192.24.88","TCP","66","53353  >  80 [ACK] Seq=674 Ack=2907 Win=35840 Len=0 TSval=453724566 TSecr=890583"
"12318","2010-06-12 14:16:43,625370","69.192.24.88","192.168.56.1","TCP","66","80  >  53353 [FIN, ACK] Seq=2907 Ack=674 Win=15616 Len=0 TSval=890583 TSecr=453724566"
"12319","2010-06-12 14:16:43,625452","192.168.56.1","69.192.24.88","TCP","66","53353  >  80 [FIN, ACK] Seq=674 Ack=2908 Win=35840 Len=0 TSval=453724566 TSecr=890583"
"12320","2010-06-12 14:16:43,625459","69.192.24.88","192.168.56.1","TCP","66","80  >  53353 [ACK] Seq=2908 Ack=675 Win=15616 Len=0 TSval=890583 TSecr=453724566"
"12321","2010-06-12 14:16:43,749285","192.168.56.1","69.192.24.88","TCP","66","53542  >  80 [FIN, ACK] Seq=192 Ack=1 Win=29696 Len=0 TSval=453724597 TSecr=889364"
"12322","2010-06-12 14:16:43,749383","192.168.56.1","69.192.24.88","TCP","80","53305  >  80 [PSH, ACK] Seq=655 Ack=1 Win=29696 Len=14 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12323","2010-06-12 14:16:43,749393","69.192.24.88","192.168.56.1","TCP","66","80  >  53305 [ACK] Seq=1 Ack=669 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12324","2010-06-12 14:16:43,749422","192.168.56.1","69.192.24.88","TCP","112","53306  >  80 [PSH, ACK] Seq=663 Ack=11093 Win=46080 Len=46 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12325","2010-06-12 14:16:43,749426","69.192.24.88","192.168.56.1","TCP","66","80  >  53306 [ACK] Seq=11093 Ack=709 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12326","2010-06-12 14:16:43,749439","192.168.56.1","69.192.24.88","TCP","100","53307  >  80 [PSH, ACK] Seq=597 Ack=1 Win=29696 Len=34 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12327","2010-06-12 14:16:43,749442","69.192.24.88","192.168.56.1","TCP","66","80  >  53307 [ACK] Seq=1 Ack=631 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12328","2010-06-12 14:16:43,749457","192.168.56.1","69.192.24.88","TCP","81","53308  >  80 [PSH, ACK] Seq=517 Ack=11093 Win=46080 Len=15 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12329","2010-06-12 14:16:43,749460","69.192.24.88","192.168.56.1","TCP","66","80  >  53308 [ACK] Seq=11093 Ack=532 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12330","2010-06-12 14:16:43,749471","192.168.56.1","69.192.24.88","TCP","91","53309  >  80 [PSH, ACK] Seq=576 Ack=11093 Win=46080 Len=25 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12331","2010-06-12 14:16:43,749474","69.192.24.88","192.168.56.1","TCP","66","80  >  53309 [ACK] Seq=11093 Ack=601 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12332","2010-06-12 14:16:43,749484","192.168.56.1","69.192.24.88","TCP","87","53310  >  80 [PSH, ACK] Seq=624 Ack=1 Win=29696 Len=21 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12333","2010-06-12 14:16:43,749487","69.192.24.88","192.168.56.1","TCP","66","80  >  53310 [ACK] Seq=1 Ack=645 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12334","2010-06-12 14:16:43,749497","192.168.56.1","69.192.24.88","TCP","101","53311  >  80 [PSH, ACK] Seq=546 Ack=1 Win=29696 Len=35 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12335","2010-06-12 14:16:43,749500","69.192.24.88","192.168.56.1","TCP","66","80  >  53311 [ACK] Seq=1 Ack=581 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12336","2010-06-12 14:16:43,749510","192.168.56.1","69.192.24.88","TCP","86","53312  >  80 [PSH, ACK] Seq=658 Ack=11093 Win=46080 Len=20 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12337","2010-06-12 14:16:43,749513","69.192.24.88","192.168.56.1","TCP","66","80  >  53312 [ACK] Seq=11093 Ack=678 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12338","2010-06-12 14:16:43,749522","192.168.56.1","69.192.24.88","TCP","93","53313  >  80 [PSH, ACK] Seq=656 Ack=11093 Win=46080 Len=27 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12339","2010-06-12 14:16:43,749525","69.192.24.88","192.168.56.1","TCP","66","80  >  53313 [ACK] Seq=11093 Ack=683 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12340","2010-06-12 14:16:43,749536","192.168.56.1","69.192.24.88","TCP","83","53314  >  80 [PSH, ACK] Seq=594 Ack=11093 Win=46080 Len=17 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12341","2010-06-12 14:16:43,749539","69.192.24.88","192.168.56.1","TCP","66","80  >  53314 [ACK] Seq=11093 Ack=611 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12342","2010-06-12 14:16:43,749549","192.168.56.1","69.192.24.88","TCP","89","53315  >  80 [PSH, ACK] Seq=688 Ack=1 Win=29696 Len=23 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12343","2010-06-12 14:16:43,749551","69.192.24.88","192.168.56.1","TCP","66","80  >  53315 [ACK] Seq=1 Ack=711 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12344","2010-06-12 14:16:43,749560","192.168.56.1","69.192.24.88","TCP","108","53316  >  80 [PSH, ACK] Seq=608 Ack=1 Win=29696 Len=42 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12345","2010-06-12 14:16:43,749563","69.192.24.88","192.168.56.1","TCP","66","80  >  53316 [ACK] Seq=1 Ack=650 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12346","2010-06-12 14:16:43,749572","192.168.56.1","69.192.24.88","TCP","101","53317  >  80 [PSH, ACK] Seq=638 Ack=11093 Win=46080 Len=35 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12347","2010-06-12 14:16:43,749575","69.192.24.88","192.168.56.1","TCP","66","80  >  53317 [ACK] Seq=11093 Ack=673 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12348","2010-06-12 14:16:43,749584","192.168.56.1","69.192.24.88","TCP","88","53318  >  80 [PSH, ACK] Seq=616 Ack=1 Win=29696 Len=22 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12349","2010-06-12 14:16:43,749587","69.192.24.88","192.168.56.1","TCP","66","80  >  53318 [ACK] Seq=1 Ack=638 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12350","2010-06-12 14:16:43,749596","192.168.56.1","69.192.24.88","TCP","93","53319  >  80 [PSH, ACK] Seq=588 Ack=1 Win=29696 Len=27 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12351","2010-06-12 14:16:43,749599","69.192.24.88","192.168.56.1","TCP","66","80  >  53319 [ACK] Seq=1 Ack=615 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12352","2010-06-12 14:16:43,749611","192.168.56.1","69.192.24.88","TCP","108","53320  >  80 [PSH, ACK] Seq=613 Ack=1 Win=29696 Len=42 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12353","2010-06-12 14:16:43,749615","69.192.24.88","192.168.56.1","TCP","66","80  >  53320 [ACK] Seq=1 Ack=655 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12354","2010-06-12 14:16:43,749633","192.168.56.1","69.192.24.88","TCP","84","53321  >  80 [PSH, ACK] Seq=672 Ack=1 Win=29696 Len=18 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12355","2010-06-12 14:16:43,749636","69.192.24.88","192.168.56.1","TCP","66","80  >  53321 [ACK] Seq=1 Ack=690 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12356","2010-06-12 14:16:43,749646","192.168.56.1","69.192.24.88","TCP","97","53322  >  80 [PSH, ACK] Seq=619 Ack=1 Win=29696 Len=31 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12357","2010-06-12 14:16:43,749648","69.192.24.88","192.168.56.1","TCP","66","80  >  53322 [ACK] Seq=1 Ack=650 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12358","2010-06-12 14:16:43,749658","192.168.56.1","69.192.24.88","TCP","101","53323  >  80 [PSH, ACK] Seq=653 Ack=1 Win=29696 Len=35 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12359","2010-06-12 14:16:43,749660","69.192.24.88","192.168.56.1","TCP","66","80  >  53323 [ACK] Seq=1 Ack=688 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12360","2010-06-12 14:16:43,749669","192.168.56.1","69.192.24.88","TCP","89","53324  >  80 [PSH, ACK] Seq=591 Ack=11093 Win=46080 Len=23 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12361","2010-06-12 14:16:43,749673","69.192.24.88","192.168.56.1","TCP","66","80  >  53324 [ACK] Seq=11093 Ack=614 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12362","2010-06-12 14:16:43,749685","192.168.56.1","69.192.24.88","TCP","101","53325  >  80 [PSH, ACK] Seq=543 Ack=11093 Win=46080 Len=35 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12363","2010-06-12 14:16:43,749688","69.192.24.88","192.168.56.1","TCP","66","80  >  53325 [ACK] Seq=11093 Ack=578 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12364","2010-06-12 14:16:43,749700","192.168.56.1","69.192.24.88","TCP","87","53326  >  80 [PSH, ACK] Seq=606 Ack=1 Win=29696 Len=21 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12365","2010-06-12 14:16:43,749702","69.192.24.88","192.168.56.1","TCP","66","80  >  53326 [ACK] Seq=1 Ack=627 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12366","2010-06-12 14:16:43,749712","192.168.56.1","69.192.24.88","TCP","98","53327  >  80 [PSH, ACK] Seq=593 Ack=11093 Win=46080 Len=32 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12367","2010-06-12 14:16:43,749715","69.192.24.88","192.168.56.1","TCP","66","80  >  53327 [ACK] Seq=11093 Ack=625 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12368","2010-06-12 14:16:43,749725","192.168.56.1","69.192.24.88","TCP","124","53328  >  80 [PSH, ACK] Seq=576 Ack=11093 Win=46080 Len=58 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12369","2010-06-12 14:16:43,749728","69.192.24.88","192.168.56.1","TCP","66","80  >  53328 [ACK] Seq=11093 Ack=634 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12370","2010-06-12 14:16:43,749738","192.168.56.1","69.192.24.88","TCP","117","53329  >  80 [PSH, ACK] Seq=611 Ack=11093 Win=46080 Len=51 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12371","2010-06-12 14:16:43,749741","69.192.24.88","192.168.56.1","TCP","66","80  >  53329 [ACK] Seq=11093 Ack=662 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12372","2010-06-12 14:16:43,749752","192.168.56.1","69.192.24.88","TCP","106","53330  >  80 [PSH, ACK] Seq=638 Ack=1 Win=29696 Len=40 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12373","2010-06-12 14:16:43,749756","69.192.24.88","192.168.56.1","TCP","66","80  >  53330 [ACK] Seq=1 Ack=678 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12374","2010-06-12 14:16:43,749767","192.168.56.1","69.192.24.88","TCP","101","53331  >  80 [PSH, ACK] Seq=657 Ack=1 Win=29696 Len=35 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12375","2010-06-12 14:16:43,749769","69.192.24.88","192.168.56.1","TCP","66","80  >  53331 [ACK] Seq=1 Ack=692 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12376","2010-06-12 14:16:43,749780","192.168.56.1","69.192.24.88","TCP","98","53332  >  80 [PSH, ACK] Seq=710 Ack=11093 Win=46080 Len=32 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12377","2010-06-12 14:16:43,749782","69.192.24.88","192.168.56.1","TCP","66","80  >  53332 [ACK] Seq=11093 Ack=742 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12378","2010-06-12 14:16:43,749791","192.168.56.1","69.192.24.88","TCP","82","53333  >  80 [PSH, ACK] Seq=662 Ack=1 Win=29696 Len=16 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12379","2010-06-12 14:16:43,749794","69.192.24.88","192.168.56.1","TCP","66","80  >  53333 [ACK] Seq=1 Ack=678 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12380","2010-06-12 14:16:43,749804","192.168.56.1","69.192.24.88","TCP","103","53334  >  80 [PSH, ACK] Seq=612 Ack=1 Win=29696 Len=37 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12381","2010-06-12 14:16:43,749807","69.192.24.88","192.168.56.1","TCP","66","80  >  53334 [ACK] Seq=1 Ack=649 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12382","2010-06-12 14:16:43,749816","192.168.56.1","69.192.24.88","TCP","74","53335  >  80 [PSH, ACK] Seq=599 Ack=11093 Win=46080 Len=8 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12383","2010-06-12 14:16:43,749819","69.192.24.88","192.168.56.1","TCP","66","80  >  53335 [ACK] Seq=11093 Ack=607 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12384","2010-06-12 14:16:43,749831","192.168.56.1","69.192.24.88","TCP","123","53336  >  80 [PSH, ACK] Seq=558 Ack=11093 Win=46080 Len=57 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12385","2010-06-12 14:16:43,749834","69.192.24.88","192.168.56.1","TCP","66","80  >  53336 [ACK] Seq=11093 Ack=615 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12386","2010-06-12 14:16:43,749847","192.168.56.1","69.192.24.88","TCP","94","53337  >  80 [PSH, ACK] Seq=642 Ack=1 Win=29696 Len=28 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12387","2010-06-12 14:16:43,749850","69.192.24.88","192.168.56.1","TCP","66","80  >  53337 [ACK] Seq=1 Ack=670 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12388","2010-06-12 14:16:43,749860","192.168.56.1","69.192.24.88","TCP","113","53338  >  80 [PSH, ACK] Seq=591 Ack=1 Win=29696 Len=47 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12389","2010-06-12 14:16:43,749863","69.192.24.88","192.168.56.1","TCP","66","80  >  53338 [ACK] Seq=1 Ack=638 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12390","2010-06-12 14:16:43,749873","192.168.56.1","69.192.24.88","TCP","115","53339  >  80 [PSH, ACK] Seq=550 Ack=1 Win=29696 Len=49 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12391","2010-06-12 14:16:43,749880","69.192.24.88","192.168.56.1","TCP","66","80  >  53339 [ACK] Seq=1 Ack=599 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12392","2010-06-12 14:16:43,749891","192.168.56.1","69.192.24.88","TCP","124","53340  >  80 [PSH, ACK] Seq=604 Ack=1 Win=29696 Len=58 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12393","2010-06-12 14:16:43,749895","69.192.24.88","192.168.56.1","TCP","66","80  >  53340 [ACK] Seq=1 Ack=662 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12394","2010-06-12 14:16:43,749906","192.168.56.1","69.192.24.88","TCP","89","53341  >  80 [PSH, ACK] Seq=653 Ack=11093 Win=46080 Len=23 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12395","2010-06-12 14:16:43,749908","69.192.24.88","192.168.56.1","TCP","66","80  >  53341 [ACK] Seq=11093 Ack=676 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12396","2010-06-12 14:16:43,749917","192.168.56.1","69.192.24.88","TCP","84","53342  >  80 [PSH, ACK] Seq=663 Ack=11093 Win=46080 Len=18 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12397","2010-06-12 14:16:43,749920","69.192.24.88","192.168.56.1","TCP","66","80  >  53342 [ACK] Seq=11093 Ack=681 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12398","2010-06-12 14:16:43,749929","192.168.56.1","69.192.24.88","TCP","77","53343  >  80 [PSH, ACK] Seq=601 Ack=1 Win=29696 Len=11 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12399","2010-06-12 14:16:43,749931","69.192.24.88","192.168.56.1","TCP","66","80  >  53343 [ACK] Seq=1 Ack=612 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12400","2010-06-12 14:16:43,749940","192.168.56.1","69.192.24.88","TCP","114","53344  >  80 [PSH, ACK] Seq=641 Ack=1 Win=29696 Len=48 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12401","2010-06-12 14:16:43,749943","69.192.24.88","192.168.56.1","TCP","66","80  >  53344 [ACK] Seq=1 Ack=689 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12402","2010-06-12 14:16:43,749952","192.168.56.1","69.192.24.88","TCP","116","53345  >  80 [PSH, ACK] Seq=611 Ack=1 Win=29696 Len=50 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12403","2010-06-12 14:16:43,749955","69.192.24.88","192.168.56.1","TCP","66","80  >  53345 [ACK] Seq=1 Ack=661 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12404","2010-06-12 14:16:43,749964","192.168.56.1","69.192.24.88","TCP","110","53346  >  80 [PSH, ACK] Seq=587 Ack=11093 Win=46080 Len=44 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12405","2010-06-12 14:16:43,749968","69.192.24.88","192.168.56.1","TCP","66","80  >  53346 [ACK] Seq=11093 Ack=631 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12406","2010-06-12 14:16:43,749979","192.168.56.1","69.192.24.88","TCP","108","53347  >  80 [PSH, ACK] Seq=608 Ack=11093 Win=46080 Len=42 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12407","2010-06-12 14:16:43,749982","69.192.24.88","192.168.56.1","TCP","66","80  >  53347 [ACK] Seq=11093 Ack=650 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12408","2010-06-12 14:16:43,749990","192.168.56.1","69.192.24.88","TCP","92","53348  >  80 [PSH, ACK] Seq=673 Ack=1 Win=29696 Len=26 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12409","2010-06-12 14:16:43,749993","69.192.24.88","192.168.56.1","TCP","66","80  >  53348 [ACK] Seq=1 Ack=699 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12410","2010-06-12 14:16:43,750002","192.168.56.1","69.192.24.88","TCP","112","53349  >  80 [PSH, ACK] Seq=650 Ack=1 Win=29696 Len=46 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12411","2010-06-12 14:16:43,750004","69.192.24.88","192.168.56.1","TCP","66","80  >  53349 [ACK] Seq=1 Ack=696 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12412","2010-06-12 14:16:43,750013","192.168.56.1","69.192.24.88","TCP","116","53350  >  80 [PSH, ACK] Seq=660 Ack=11093 Win=46080 Len=50 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12413","2010-06-12 14:16:43,750016","69.192.24.88","192.168.56.1","TCP","66","80  >  53350 [ACK] Seq=11093 Ack=710 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12414","2010-06-12 14:16:43,750024","192.168.56.1","69.192.24.88","TCP","114","53351  >  80 [PSH, ACK] Seq=612 Ack=11093 Win=46080 Len=48 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12415","2010-06-12 14:16:43,750027","69.192.24.88","192.168.56.1","TCP","66","80  >  53351 [ACK] Seq=11093 Ack=660 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12416","2010-06-12 14:16:43,750036","192.168.56.1","69.192.24.88","TCP","89","53352  >  80 [PSH, ACK] Seq=592 Ack=11093 Win=46080 Len=23 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12417","2010-06-12 14:16:43,750039","69.192.24.88","192.168.56.1","TCP","66","80  >  53352 [ACK] Seq=11093 Ack=615 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12418","2010-06-12 14:16:43,750056","192.168.56.1","69.192.24.88","TCP","84","53354  >  80 [PSH, ACK] Seq=609 Ack=11093 Win=46080 Len=18 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12419","2010-06-12 14:16:43,750059","69.192.24.88","192.168.56.1","TCP","66","80  >  53354 [ACK] Seq=11093 Ack=627 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12420","2010-06-12 14:16:43,750068","192.168.56.1","69.192.24.88","TCP","86","53355  >  80 [PSH, ACK] Seq=622 Ack=1 Win=29696 Len=20 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12421","2010-06-12 14:16:43,750071","69.192.24.88","192.168.56.1","TCP","66","80  >  53355 [ACK] Seq=1 Ack=642 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12422","2010-06-12 14:16:43,750080","192.168.56.1","69.192.24.88","TCP","111","53356  >  80 [PSH, ACK] Seq=674 Ack=1 Win=29696 Len=45 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12423","2010-06-12 14:16:43,750082","69.192.24.88","192.168.56.1","TCP","66","80  >  53356 [ACK] Seq=1 Ack=719 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12424","2010-06-12 14:16:43,750091","192.168.56.1","69.192.24.88","TCP","118","53357  >  80 [PSH, ACK] Seq=637 Ack=1 Win=29696 Len=52 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12425","2010-06-12 14:16:43,750093","69.192.24.88","192.168.56.1","TCP","66","80  >  53357 [ACK] Seq=1 Ack=689 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12426","2010-06-12 14:16:43,750102","192.168.56.1","69.192.24.88","TCP","75","53358  >  80 [PSH, ACK] Seq=609 Ack=1 Win=29696 Len=9 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12427","2010-06-12 14:16:43,750105","69.192.24.88","192.168.56.1","TCP","66","80  >  53358 [ACK] Seq=1 Ack=618 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12428","2010-06-12 14:16:43,750113","192.168.56.1","69.192.24.88","TCP","100","53359  >  80 [PSH, ACK] Seq=620 Ack=1 Win=29696 Len=34 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12429","2010-06-12 14:16:43,750117","69.192.24.88","192.168.56.1","TCP","66","80  >  53359 [ACK] Seq=1 Ack=654 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12430","2010-06-12 14:16:43,750127","192.168.56.1","69.192.24.88","TCP","76","53361  >  80 [PSH, ACK] Seq=582 Ack=1 Win=29696 Len=10 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12431","2010-06-12 14:16:43,750130","69.192.24.88","192.168.56.1","TCP","66","80  >  53361 [ACK] Seq=1 Ack=592 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12432","2010-06-12 14:16:43,750138","192.168.56.1","69.192.24.88","TCP","102","53362  >  80 [PSH, ACK] Seq=629 Ack=1 Win=29696 Len=36 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12433","2010-06-12 14:16:43,750141","69.192.24.88","192.168.56.1","TCP","66","80  >  53362 [ACK] Seq=1 Ack=665 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12434","2010-06-12 14:16:43,750153","192.168.56.1","69.192.24.88","TCP","80","53363  >  80 [PSH, ACK] Seq=683 Ack=1 Win=29696 Len=14 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12435","2010-06-12 14:16:43,750156","69.192.24.88","192.168.56.1","TCP","66","80  >  53363 [ACK] Seq=1 Ack=697 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12436","2010-06-12 14:16:43,750165","192.168.56.1","69.192.24.88","TCP","106","53364  >  80 [PSH, ACK] Seq=594 Ack=1 Win=29696 Len=40 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12437","2010-06-12 14:16:43,750167","69.192.24.88","192.168.56.1","TCP","66","80  >  53364 [ACK] Seq=1 Ack=634 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12438","2010-06-12 14:16:43,750175","192.168.56.1","69.192.24.88","TCP","80","53365  >  80 [PSH, ACK] Seq=645 Ack=1 Win=29696 Len=14 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12439","2010-06-12 14:16:43,750178","69.192.24.88","192.168.56.1","TCP","66","80  >  53365 [ACK] Seq=1 Ack=659 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12440","2010-06-12 14:16:43,750186","192.168.56.1","69.192.24.88","TCP","100","53366  >  80 [PSH, ACK] Seq=554 Ack=11093 Win=46080 Len=34 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12441","2010-06-12 14:16:43,750190","69.192.24.88","192.168.56.1","TCP","66","80  >  53366 [ACK] Seq=11093 Ack=588 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12442","2010-06-12 14:16:43,750199","192.168.56.1","69.192.24.88","TCP","93","53367  >  80 [PSH, ACK] Seq=622 Ack=11093 Win=46080 Len=27 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12443","2010-06-12 14:16:43,750202","69.192.24.88","192.168.56.1","TCP","66","80  >  53367 [ACK] Seq=11093 Ack=649 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12444","2010-06-12 14:16:43,750210","192.168.56.1","69.192.24.88","TCP","101","53368  >  80 [PSH, ACK] Seq=640 Ack=1 Win=29696 Len=35 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12445","2010-06-12 14:16:43,750212","69.192.24.88","192.168.56.1","TCP","66","80  >  53368 [ACK] Seq=1 Ack=675 Win=15616 Len=0 TSval=890614 TSecr=453724597"
"12446","2010-06-12 14:16:43,750221","192.168.56.1","69.192.24.88","TCP","110","53369  >  80 [PSH, ACK] Seq=588 Ack=1 Win=29696 Len=44 TSval=453724597 TSecr=888114 [TCP segment of a reassembled PDU]"
"12447","2010-06-12 14:16:43,750223","69.192.24.88","192.168.56.1","TCP","66","80  >  53369 [ACK] Seq=1 Ack=632 Win=15616 Len=0 TSval=890614 TSecr=453724597"
