"No.","Time","Source","Source Port","Destination","Protocol","Destination Port","Length","Info"
"7032","2010-06-12 19:34:28,655670","74.55.1.4","80","192.168.56.1","TCP","54425","66","80  >  54425 [ACK] Seq=1 Ack=380 Win=15616 Len=0 TSval=1182590 TSecr=454016577"
"7033","2010-06-12 19:34:28,655687","192.168.56.1","54412","74.55.1.4","HTTP","80","455","GET /drupal7/?q=node/1&UMI=CRWMGQJ HTTP/1.1 "
"7034","2010-06-12 19:34:28,655690","192.168.56.1","54432","74.55.1.4","HTTP","80","406","GET /drupal7/?q=node/1&GWM=XYV HTTP/1.1 "
"7035","2010-06-12 19:34:28,655741","192.168.56.1","54433","74.55.1.4","HTTP","80","370","GET /drupal7/?q=node/1&WDEZMYT=HHF HTTP/1.1 "
"7036","2010-06-12 19:34:28,655743","192.168.56.1","54421","74.55.1.4","HTTP","80","406","GET /drupal7/?q=node/1&BEOJJSTO=XBMLJVW HTTP/1.1 "
"7037","2010-06-12 19:34:28,655745","192.168.56.1","54422","74.55.1.4","HTTP","80","499","GET /drupal7/?q=node/1&UMJRHYZ=WEINVZMUBK HTTP/1.1 "
"7038","2010-06-12 19:34:28,655784","192.168.56.1","54424","74.55.1.4","HTTP","80","421","GET /drupal7/?q=node/1&WYPODY=TDUJVUQZL HTTP/1.1 "
"7039","2010-06-12 19:34:28,655903","192.168.56.1","54429","74.55.1.4","HTTP","80","436","GET /drupal7/?q=node/1&WUFYVV=HBWAHNJC HTTP/1.1 "
"7040","2010-06-12 19:34:28,655907","192.168.56.1","54418","74.55.1.4","HTTP","80","438","GET /drupal7/?q=node/1&DYD=SBGS HTTP/1.1 "
"7041","2010-06-12 19:34:28,658721","192.168.56.1","54437","74.55.1.4","TCP","80","74","[TCP Retransmission] 54437  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7042","2010-06-12 19:34:28,658729","74.55.1.4","80","192.168.56.1","TCP","54437","74","80  >  54437 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7043","2010-06-12 19:34:28,658759","192.168.56.1","54436","74.55.1.4","TCP","80","74","[TCP Retransmission] 54436  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7044","2010-06-12 19:34:28,658763","74.55.1.4","80","192.168.56.1","TCP","54436","74","80  >  54436 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7045","2010-06-12 19:34:28,658780","192.168.56.1","54444","74.55.1.4","TCP","80","74","[TCP Retransmission] 54444  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7046","2010-06-12 19:34:28,658783","74.55.1.4","80","192.168.56.1","TCP","54444","74","80  >  54444 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7047","2010-06-12 19:34:28,658799","192.168.56.1","54435","74.55.1.4","TCP","80","74","[TCP Retransmission] 54435  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7048","2010-06-12 19:34:28,658802","74.55.1.4","80","192.168.56.1","TCP","54435","74","80  >  54435 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7049","2010-06-12 19:34:28,658817","192.168.56.1","54440","74.55.1.4","TCP","80","74","[TCP Retransmission] 54440  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7050","2010-06-12 19:34:28,658820","74.55.1.4","80","192.168.56.1","TCP","54440","74","80  >  54440 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7051","2010-06-12 19:34:28,658835","192.168.56.1","54448","74.55.1.4","TCP","80","74","[TCP Retransmission] 54448  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7052","2010-06-12 19:34:28,658838","74.55.1.4","80","192.168.56.1","TCP","54448","74","80  >  54448 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7053","2010-06-12 19:34:28,658854","192.168.56.1","54438","74.55.1.4","TCP","80","74","[TCP Retransmission] 54438  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7054","2010-06-12 19:34:28,658857","74.55.1.4","80","192.168.56.1","TCP","54438","74","80  >  54438 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7055","2010-06-12 19:34:28,658871","192.168.56.1","54439","74.55.1.4","TCP","80","74","[TCP Retransmission] 54439  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7056","2010-06-12 19:34:28,658874","74.55.1.4","80","192.168.56.1","TCP","54439","74","80  >  54439 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7057","2010-06-12 19:34:28,658886","192.168.56.1","54442","74.55.1.4","TCP","80","74","[TCP Retransmission] 54442  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7058","2010-06-12 19:34:28,658889","74.55.1.4","80","192.168.56.1","TCP","54442","74","80  >  54442 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7059","2010-06-12 19:34:28,658904","192.168.56.1","54441","74.55.1.4","TCP","80","74","[TCP Retransmission] 54441  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7060","2010-06-12 19:34:28,658907","74.55.1.4","80","192.168.56.1","TCP","54441","74","80  >  54441 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7061","2010-06-12 19:34:28,658922","192.168.56.1","54443","74.55.1.4","TCP","80","74","[TCP Retransmission] 54443  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7062","2010-06-12 19:34:28,658926","74.55.1.4","80","192.168.56.1","TCP","54443","74","80  >  54443 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7063","2010-06-12 19:34:28,658940","192.168.56.1","54449","74.55.1.4","TCP","80","74","[TCP Retransmission] 54449  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7064","2010-06-12 19:34:28,658943","74.55.1.4","80","192.168.56.1","TCP","54449","74","80  >  54449 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7065","2010-06-12 19:34:28,658958","192.168.56.1","54445","74.55.1.4","TCP","80","74","[TCP Retransmission] 54445  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7066","2010-06-12 19:34:28,658961","74.55.1.4","80","192.168.56.1","TCP","54445","74","80  >  54445 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7067","2010-06-12 19:34:28,658976","192.168.56.1","54446","74.55.1.4","TCP","80","74","[TCP Retransmission] 54446  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7068","2010-06-12 19:34:28,658979","74.55.1.4","80","192.168.56.1","TCP","54446","74","80  >  54446 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7069","2010-06-12 19:34:28,658994","192.168.56.1","54455","74.55.1.4","TCP","80","74","[TCP Retransmission] 54455  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7070","2010-06-12 19:34:28,658997","74.55.1.4","80","192.168.56.1","TCP","54455","74","80  >  54455 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7071","2010-06-12 19:34:28,659012","192.168.56.1","54456","74.55.1.4","TCP","80","74","[TCP Retransmission] 54456  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7072","2010-06-12 19:34:28,659015","74.55.1.4","80","192.168.56.1","TCP","54456","74","80  >  54456 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7073","2010-06-12 19:34:28,659035","192.168.56.1","54447","74.55.1.4","TCP","80","74","[TCP Retransmission] 54447  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7074","2010-06-12 19:34:28,659039","74.55.1.4","80","192.168.56.1","TCP","54447","74","80  >  54447 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7075","2010-06-12 19:34:28,659055","192.168.56.1","54451","74.55.1.4","TCP","80","74","[TCP Retransmission] 54451  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7076","2010-06-12 19:34:28,659058","74.55.1.4","80","192.168.56.1","TCP","54451","74","80  >  54451 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7077","2010-06-12 19:34:28,659074","192.168.56.1","54452","74.55.1.4","TCP","80","74","[TCP Retransmission] 54452  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7078","2010-06-12 19:34:28,659077","74.55.1.4","80","192.168.56.1","TCP","54452","74","80  >  54452 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7079","2010-06-12 19:34:28,659092","192.168.56.1","54453","74.55.1.4","TCP","80","74","[TCP Retransmission] 54453  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7080","2010-06-12 19:34:28,659094","74.55.1.4","80","192.168.56.1","TCP","54453","74","80  >  54453 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7081","2010-06-12 19:34:28,659108","192.168.56.1","54458","74.55.1.4","TCP","80","74","[TCP Retransmission] 54458  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7082","2010-06-12 19:34:28,659111","74.55.1.4","80","192.168.56.1","TCP","54458","74","80  >  54458 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7083","2010-06-12 19:34:28,659125","192.168.56.1","54459","74.55.1.4","TCP","80","74","[TCP Retransmission] 54459  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7084","2010-06-12 19:34:28,659128","74.55.1.4","80","192.168.56.1","TCP","54459","74","80  >  54459 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7085","2010-06-12 19:34:28,659143","192.168.56.1","54460","74.55.1.4","TCP","80","74","[TCP Retransmission] 54460  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7086","2010-06-12 19:34:28,659146","74.55.1.4","80","192.168.56.1","TCP","54460","74","80  >  54460 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7087","2010-06-12 19:34:28,659161","192.168.56.1","54463","74.55.1.4","TCP","80","74","[TCP Retransmission] 54463  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7088","2010-06-12 19:34:28,659163","74.55.1.4","80","192.168.56.1","TCP","54463","74","80  >  54463 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7089","2010-06-12 19:34:28,659176","192.168.56.1","54464","74.55.1.4","TCP","80","74","[TCP Retransmission] 54464  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7090","2010-06-12 19:34:28,659179","74.55.1.4","80","192.168.56.1","TCP","54464","74","80  >  54464 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7091","2010-06-12 19:34:28,659194","192.168.56.1","54466","74.55.1.4","TCP","80","74","[TCP Retransmission] 54466  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016578 TSecr=0 WS=1024"
"7092","2010-06-12 19:34:28,659196","74.55.1.4","80","192.168.56.1","TCP","54466","74","80  >  54466 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1182591 TSecr=454016578 WS=128"
"7093","2010-06-12 19:34:28,659211","192.168.56.1","54437","74.55.1.4","TCP","80","66","54437  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7094","2010-06-12 19:34:28,659213","192.168.56.1","54436","74.55.1.4","TCP","80","66","54436  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7095","2010-06-12 19:34:28,659214","192.168.56.1","54444","74.55.1.4","TCP","80","66","54444  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7096","2010-06-12 19:34:28,659215","192.168.56.1","54435","74.55.1.4","TCP","80","66","54435  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7097","2010-06-12 19:34:28,659216","192.168.56.1","54435","74.55.1.4","HTTP","80","389","GET /drupal7/?q=node/1&BESZOSBT=GVCWTRAN HTTP/1.1 "
"7098","2010-06-12 19:34:28,659222","74.55.1.4","80","192.168.56.1","TCP","54435","66","80  >  54435 [ACK] Seq=1 Ack=324 Win=15616 Len=0 TSval=1182591 TSecr=454016578"
"7099","2010-06-12 19:34:28,659239","192.168.56.1","54440","74.55.1.4","TCP","80","66","54440  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7100","2010-06-12 19:34:28,659247","192.168.56.1","54448","74.55.1.4","TCP","80","66","54448  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7101","2010-06-12 19:34:28,659249","192.168.56.1","54436","74.55.1.4","HTTP","80","410","GET /drupal7/?q=node/1&ZJALTCK=NQHSEOLKXQ HTTP/1.1 "
"7102","2010-06-12 19:34:28,659250","192.168.56.1","54448","74.55.1.4","HTTP","80","454","GET /drupal7/?q=node/1&CXEUG=WLISORL HTTP/1.1 "
"7103","2010-06-12 19:34:28,659251","192.168.56.1","54438","74.55.1.4","TCP","80","66","54438  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7104","2010-06-12 19:34:28,659252","192.168.56.1","54438","74.55.1.4","HTTP","80","406","GET /drupal7/?q=node/1&EGJWBU=BLQT HTTP/1.1 "
"7105","2010-06-12 19:34:28,659253","192.168.56.1","54439","74.55.1.4","TCP","80","66","54439  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7106","2010-06-12 19:34:28,659254","192.168.56.1","54442","74.55.1.4","TCP","80","66","54442  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7107","2010-06-12 19:34:28,659255","192.168.56.1","54441","74.55.1.4","TCP","80","66","54441  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7108","2010-06-12 19:34:28,659256","192.168.56.1","54443","74.55.1.4","TCP","80","66","54443  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7109","2010-06-12 19:34:28,659258","192.168.56.1","54449","74.55.1.4","TCP","80","66","54449  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7110","2010-06-12 19:34:28,659259","192.168.56.1","54445","74.55.1.4","TCP","80","66","54445  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7111","2010-06-12 19:34:28,659260","192.168.56.1","54446","74.55.1.4","TCP","80","66","54446  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7112","2010-06-12 19:34:28,659261","192.168.56.1","54455","74.55.1.4","TCP","80","66","54455  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7113","2010-06-12 19:34:28,659262","192.168.56.1","54456","74.55.1.4","TCP","80","66","54456  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7114","2010-06-12 19:34:28,659263","192.168.56.1","54447","74.55.1.4","TCP","80","66","54447  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7115","2010-06-12 19:34:28,659264","192.168.56.1","54451","74.55.1.4","TCP","80","66","54451  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7116","2010-06-12 19:34:28,659272","192.168.56.1","54452","74.55.1.4","TCP","80","66","54452  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7117","2010-06-12 19:34:28,659274","192.168.56.1","54452","74.55.1.4","HTTP","80","382","GET /drupal7/?q=node/1&BEQSMQUKD=XTLBPMJNN HTTP/1.1 "
"7118","2010-06-12 19:34:28,659275","192.168.56.1","54453","74.55.1.4","TCP","80","66","54453  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7119","2010-06-12 19:34:28,659276","192.168.56.1","54446","74.55.1.4","HTTP","80","475","GET /drupal7/?q=node/1&SDH=LQAVE HTTP/1.1 "
"7120","2010-06-12 19:34:28,659277","192.168.56.1","54458","74.55.1.4","TCP","80","66","54458  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7121","2010-06-12 19:34:28,659278","192.168.56.1","54441","74.55.1.4","HTTP","80","433","GET /drupal7/?q=node/1&WSNJKSJB=XPG HTTP/1.1 "
"7122","2010-06-12 19:34:28,659279","192.168.56.1","54459","74.55.1.4","TCP","80","66","54459  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7123","2010-06-12 19:34:28,659280","192.168.56.1","54460","74.55.1.4","TCP","80","66","54460  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7124","2010-06-12 19:34:28,659281","192.168.56.1","54445","74.55.1.4","HTTP","80","390","GET /drupal7/?q=node/1&GRINFXTP=FIT HTTP/1.1 "
"7125","2010-06-12 19:34:28,659283","192.168.56.1","54460","74.55.1.4","HTTP","80","416","GET /drupal7/?q=node/1&MHI=PGGMT HTTP/1.1 "
"7126","2010-06-12 19:34:28,659284","192.168.56.1","54463","74.55.1.4","TCP","80","66","54463  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7127","2010-06-12 19:34:28,659285","192.168.56.1","54451","74.55.1.4","HTTP","80","371","GET /drupal7/?q=node/1&LNG=KIUI HTTP/1.1 "
"7128","2010-06-12 19:34:28,659286","192.168.56.1","54464","74.55.1.4","TCP","80","66","54464  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7129","2010-06-12 19:34:28,659287","192.168.56.1","54466","74.55.1.4","TCP","80","66","54466  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454016578 TSecr=1182591"
"7130","2010-06-12 19:34:28,659288","192.168.56.1","54449","74.55.1.4","HTTP","80","406","GET /drupal7/?q=node/1&LMBA=PGSM HTTP/1.1 "
"7131","2010-06-12 19:34:28,659289","192.168.56.1","54466","74.55.1.4","HTTP","80","430","GET /drupal7/?q=node/1&VDUHNBAH=PTDTPBU HTTP/1.1 "
"7132","2010-06-12 19:34:28,659301","192.168.56.1","54437","74.55.1.4","HTTP","80","451","GET /drupal7/?q=node/1&LLB=WCXUNGXRWL HTTP/1.1 "
"7133","2010-06-12 19:34:28,659303","192.168.56.1","54443","74.55.1.4","HTTP","80","402","GET /drupal7/?q=node/1&LRLBWVCT=BRXU HTTP/1.1 "
"7134","2010-06-12 19:34:28,659304","192.168.56.1","54453","74.55.1.4","HTTP","80","400","GET /drupal7/?q=node/1&JVKRYJC=RPZK HTTP/1.1 "
"7135","2010-06-12 19:34:28,659305","192.168.56.1","54458","74.55.1.4","HTTP","80","434","GET /drupal7/?q=node/1&SQTIP=RIH HTTP/1.1 "
"7136","2010-06-12 19:34:28,659357","192.168.56.1","54459","74.55.1.4","HTTP","80","441","GET /drupal7/?q=node/1&VULUOXSFGQ=MOWNBIGC HTTP/1.1 "
"7137","2010-06-12 19:34:28,659360","192.168.56.1","54440","74.55.1.4","HTTP","80","414","GET /drupal7/?q=node/1&QHNRSBOE=XPVJNLXGNT HTTP/1.1 "
"7138","2010-06-12 19:34:28,659396","192.168.56.1","54463","74.55.1.4","HTTP","80","437","GET /drupal7/?q=node/1&GWCGILQRY=NASBY HTTP/1.1 "
"7139","2010-06-12 19:34:28,659398","192.168.56.1","54455","74.55.1.4","HTTP","80","479","GET /drupal7/?q=node/1&OYNGBRA=BVOPOTG HTTP/1.1 "
"7140","2010-06-12 19:34:28,659399","192.168.56.1","54464","74.55.1.4","HTTP","80","435","GET /drupal7/?q=node/1&YARQVACVKV=IUZ HTTP/1.1 "
"7141","2010-06-12 19:34:28,659400","192.168.56.1","54439","74.55.1.4","HTTP","80","384","GET /drupal7/?q=node/1&KTIZTVUHUA=WGQDHGHDYV HTTP/1.1 "
"7142","2010-06-12 19:34:28,662303","192.168.56.1","54465","74.55.1.4","TCP","80","74","[TCP Retransmission] 54465  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016579 TSecr=0 WS=1024"
"7143","2010-06-12 19:34:28,662309","192.168.56.1","54467","74.55.1.4","TCP","80","74","[TCP Retransmission] 54467  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016579 TSecr=0 WS=1024"
"7144","2010-06-12 19:34:28,662310","192.168.56.1","54456","74.55.1.4","HTTP","80","469","GET /drupal7/?q=node/1&LGELHXSJF=DYKAFFXCG HTTP/1.1 "
"7145","2010-06-12 19:34:28,662312","192.168.56.1","54469","74.55.1.4","TCP","80","74","[TCP Retransmission] 54469  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016579 TSecr=0 WS=1024"
"7146","2010-06-12 19:34:28,662313","192.168.56.1","54472","74.55.1.4","TCP","80","74","[TCP Retransmission] 54472  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016579 TSecr=0 WS=1024"
"7147","2010-06-12 19:34:28,662314","192.168.56.1","54480","74.55.1.4","TCP","80","74","[TCP Retransmission] 54480  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016579 TSecr=0 WS=1024"
"7148","2010-06-12 19:34:28,662315","192.168.56.1","54444","74.55.1.4","HTTP","80","458","GET /drupal7/?q=node/1&MMRHTVM=ENVMPYXWAD HTTP/1.1 "
"7149","2010-06-12 19:34:28,662507","192.168.56.1","54447","74.55.1.4","HTTP","80","445","GET /drupal7/?q=node/1&MRPFLGYHLM=OWAKFKLT HTTP/1.1 "
"7150","2010-06-12 19:34:28,666239","192.168.56.1","54474","74.55.1.4","TCP","80","74","[TCP Retransmission] 54474  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016580 TSecr=0 WS=1024"
"7151","2010-06-12 19:34:28,666245","192.168.56.1","54450","74.55.1.4","TCP","80","74","[TCP Retransmission] 54450  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016580 TSecr=0 WS=1024"
"7152","2010-06-12 19:34:28,666246","192.168.56.1","54454","74.55.1.4","TCP","80","74","[TCP Retransmission] 54454  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016580 TSecr=0 WS=1024"
"7153","2010-06-12 19:34:28,666247","192.168.56.1","54468","74.55.1.4","TCP","80","74","[TCP Retransmission] 54468  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016580 TSecr=0 WS=1024"
"7154","2010-06-12 19:34:28,666248","192.168.56.1","54471","74.55.1.4","TCP","80","74","[TCP Retransmission] 54471  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016580 TSecr=0 WS=1024"
"7155","2010-06-12 19:34:28,666249","192.168.56.1","54457","74.55.1.4","TCP","80","74","[TCP Retransmission] 54457  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016580 TSecr=0 WS=1024"
"7156","2010-06-12 19:34:28,666250","192.168.56.1","54470","74.55.1.4","TCP","80","74","[TCP Retransmission] 54470  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016580 TSecr=0 WS=1024"
"7157","2010-06-12 19:34:28,666251","192.168.56.1","54473","74.55.1.4","TCP","80","74","[TCP Retransmission] 54473  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454016580 TSecr=0 WS=1024"
